Target Item value
acho que a minha cor favorita é o amarelo
a Camila é a favorita a ganhar o concurso
especial
tens um lugar especial no meu coração
ela é a menina-bonita da professora
sou a tua mais-que-tudo?
o número um
o Cristiano Ronaldo é o meu jogador número um
odiar
eu odeio este carro!
o ódio corrói a alma
o nariz
ela torceu o nariz à ideia
que seca!
a lata
é preciso ter lata!
era só o que faltava!
horrível
isto é horrível
lindo
linda
tens um sorriso lindo
a camisa dela é linda
elegante
janota
o Paulo e a Cátia são elegantes
primo, estás todo janota!
o gato
ela é uma gata!
o pão
ele é cá um pão!
fixe
és muito fixe!
amável
generoso
a Eunice é demasiado generosa
excelente
o Cássio é um excelente amigo
divertido
engraçado
a Carla acha-se engraçada
o Josias é super divertido nas festas
feliz
triste
cansado
estou cansada
cansada
irritado
doente
estás doente?
não, estou irritada
a fome
a sede
estou com fome
estás feliz?
onze
doze
treze
o bar abre às onze
o check-in começa às treze
catorze
quinze
são dez para as quinze
a que horas fecham?
dezasseis
dezassete
vemo-nos às dezasseis?
dezoito
dezanove
o jantar é servido às dezanove
que
que horas são?
são dezoito em ponto
são quinze e dezoito
vinte
trinta
já são vinte?
são doze e trinta e cinco
quarenta
cinquenta
já passaram cinquenta minutos
são vinte e quarenta
acordar
hoje
amanhã
hoje acordei feliz
amanhã tens de acordar cedo
tomar
o banho
o pequeno-almoço
depois de acordar, tomo o pequeno-almoço
tomas banho de manhã?
a madrugada
atrasado
gosto de treinar de madrugada
acorda! estás atrasado!
domingo
o que fazes no domingo?
segunda-feira
segunda, trabalhas?
terça-feira
quarta-feira
na quarta-feira faço anos
ela vai para o Alentejo na terça ou quarta
quinta-feira
sexta-feira
Sexta-Feira Santa
o sábado
sábado
o fim de semana
no fim de semana quero ir a Setúbal
há jogo do Porto na quinta ou sexta?
ir
vamos passear
querem ir à Torre de Belém?
bora lá!
a pé
de carro
vais a pé?
não, vou chamar um táxi
eles vão lá ter
o comboio
o elétrico
vou de comboio para o Porto
quero andar no elétrico de Lisboa
vens connosco?
ver
vamos ver o Benfica?
hoje vou ver um filme no cinema
amanhã vão ver um espetáculo de teatro
o bilhete
o lugar
a minha amiga tem bilhetes para o jogo
nesse lugar não consegues ver os atores
o concerto
a plateia
quero tanto ir a este concerto!
dá para ver o cantor da plateia
fazer
os tempos livres
o passatempo
o que gostas de fazer nos tempos livres?
tens algum passatempo?
desenhar
podes descrever ou desenhar
pescar
ler
quando tenho tempo, gosto de ler
o Miguel pesca todas as semanas
dançar
ouvir música
às vezes gosto de ouvir música
sou péssima a dançar, mas adoro fazê-lo
convidar
uma festa
a Helena convidou-me para a festa
feliz aniversário!
o presente
o convite
obrigada pelo presente, é lindo!
o Gabriel é a alma da festa
comprar
vou às compras
o que vais comprar?
a carne
o peixe
a massa
o arroz
precisamos de comprar carne e massa
desculpe, onde é o corredor do arroz?
o azeite
o sal
a alface
ele foi ao supermercado comprar azeite
ela foi à mercearia comprar alface
vou ao shopping
calçar
usar
um tamanho
um número
que número calças?
que tamanho usas?
calço o trinta e oito
uso o tamanho L
a caixa
a fila
está na fila?
onde é a caixa?
quer fatura?
quer saco?
preferir
eu prefiro fazer compras online
preferes comprar em loja ou na internet?
a promoção
o carrinho
o cesto
este produto está em promoção
tens de adicionar o produto ao cesto
a roupa
o calçado
preciso de roupa nova
precisas de iniciar sessão para comprar
estou?
quem fala?
é o Ricardo
atender
tocar
está a tocar
ninguém atendeu
ouvir
não consigo ouvir bem
está ocupado
ligar
tentei ligar-te
ligo-te mais tarde
abraços!
beijinhos!
o chefe
o colega
ter de...
o chefe disse que temos de melhorar
tens de chegar cedo à reunião
tratar de...
o Jorge teve de ir tratar de uma coisa
a Rita trata muito bem do seu cachorro
atenção
tens de ter mais atenção!
vocês têm de trabalhar em equipa
chover
está a chover a potes!
eu avisei-te!
chove tanto que a rua está alagada
perder
quase perdi o comboio, foi resvés
se não correres, vais perder o autocarro
perdi as chaves do carro
enganar
o GPS enganou-me
enganei-me no dia da reunião
falo
falas
fala
falamos
falam
ajuda
dizer
se
como se diz ... em português?
saber
sei
entender
entendes?
não entendo
eu também
tampouco
eu tampouco
bem-vindo!
conhecer
um prazer
prazer em conhecê-lo
ótimo
é ótimo!
ajudar
fico feliz em ajudar!
todo
tudo
bom
mau
sorte
os Estados Unidos
Brasil
Inglaterra
um pouco
poucos (poucas)
sou da Inglaterra
és de Portugal?
falo inglês
falo um pouco de português
é claro!
é claro que falo inglês
um prato
um copo
uma chávena
uma garrafa
um café com leite
uma entrada
um prato principal
uma sobremesa
gostaria
desejam ... ?
algum (alguma; alguns; algumas)
qualquer (quaisquer)
algo
nenhum
o que desejam?
gostaria de uma chávena de chá por favor
o que desejam comer?
deseja uma garrafa ou um copo?
gostaria de um pouco de leite por favor
têm alguma sobremesa?
não tenho nada
não tenho água
é claro que tenho água
uma coisa
um mercado
um multibanco
uma farmácia
um quiosque
pessoas
uma loja
um supermercado
um carro
um táxi
um banco
um livro
uma livraria
um cliente; uma cliente
vender
pagar
ir às compras
há
ao (à)
vamos às compras
vamos ao mercado
quero comprar algo para ti
há uma grande farmácia
há muitas pessoas
há um multibanco?
não há bancos
há muitas pequenas livrarias
o cliente tem sempre razão
uma bebida
este (esta; isto)
esse (essa; isso)
aquele (aquela; aquilo)
verdade
na verdade
ou
não há comida
o que é aquilo?
gosto disto na verdade
gosta de café
não gosta de peixe
não gosta de chá ou café
são os meus favoritos
o café é a minha bebida favorita
é claro que gosta de salada
uma família
uma mãe
um pai
pais
um irmão; uma irmã
um avô; uma avó
avós
um filho; uma filha
um amigo; uma amiga
um namorado; uma namorada
um marido
uma esposa
uma pessoa
um homem
uma mulher
um menino; uma menina
uma criança
um bebé
um adulto; uma adulta
um emprego
uma escola
um escritório
trabalhar
quem
em
quem são?
não conheço aquela pessoa
é a minha mãe
é o meu irmão
são a minha mãe e o meu pai
não é a minha filha
é o meu amigo do Brasil
tem namorada?
o teu namorado tem um emprego?
trabalha num escritório
uma cor
vermelho
azul
amarelo
verde
preto
rosa
roxo
branco
laranja
castanho
cinzento
claro
escuro
azul claro
vermelho escuro
um hospital
aqui
aqui está
só
só um pouco
chegar
já
já chega!
o que estás a fazer?
possível
é possível
é possível?
impossível
é impossível!
uma pena
que pena!
roupas
calças
uma camisa
uma t-shirt
uma saia
um vestido
um casaco
um blusão
um pulôver
um cachecol
um chapéu
um fato
meias
sapatos
sandálias
botas
ténis
luvas
cuecas
chuva
um guarda-chuva
uma mala
uma carteira
urinar
ter de ...
fechado
aberto
queres uma camisa nova?
quer as calças azuis
o que queres comprar?
quero comprar algumas roupas
tenho de urinar
tenho de comprar um guarda-chuva
o banco está aberto
frutos secos
doces
chocolate
pipocas
um bolo
uma pizza
açúcar
sal
pimenta
vegetariano; vegetariana
frio
quente
picante
alérgico
viciado
gostas de doces?
é muito bom
sou vegetariano
a sopa está quente?
é vegetariano?
é alérgico a frutos secos
somos viciados em açúcar
um humano
um animal
um cão
um gato
um pássaro
uma vaca
um porco
uma galinha
um peixe
um coelho
uma cobra
um leão
um elefante
um cavalo
uma ovelha
um macaco
um cãozinho
um gatinho
uma girafa
um burro
um rato; uma ratazana
leal
corajoso
inteligente
estúpido
livre
alto
sossegado
leal como um cão
livre como um pássaro
um dia
uma semana
um mês
um ano
jovem
quantos (quantas)
quanto (quanta)
é o meu cão
quantos anos tem?
tem doze anos
o meu gato é muito velho
és muito jovem
um apartamento
uma casa
viver
Londres
Washington D.C.
Nova Iorque
Lisboa
Porto
sempre
nunca
tão
por que
porque
vivem no Porto
tem uma casa em Lisboa
estás sempre feliz
nunca está feliz
porque estás tão triste?
... porque estás doente
estou irritado porque estou com fome
está um pouco triste porque não tem namorada
sessenta
setenta
oitenta
noventa
cem
vinte e quatro
quarenta e seis
tempo
uma hora
um minuto
um segundo
um compromisso
um encontro
uma reunião
em ponto
da tarde
da noite
da manhã
são duas em ponto
são oito e trinta
são sete e vinte
são dez para as duas
são cinco horas e seis minutos
quando é o teu encontro?
a que horas?
às dez para as quatro
à uma da tarde
cuidado
cuida-te
um problema
qual é o problema?
sem
sem problema
preocupar-se
não te preocupes
importar-se
não me importo
ups!
oh não!
é verdade!
viva!
vou
vais
vai
vamos
vão
um autocarro
um comboio
uma estação
uma estação de comboios
uma cidade
um centro
um centro da cidade
um parque
um bar
um teatro
uma biblioteca
um estrangeiro; uma estrangeira
um mapa
um guia
estar a ir ...
perdido
confuso
ali
por ali
onde é a estação de comboios?
o parque é por ali
temos um problema
estamos perdidos
tem um mapa?
sou estrangeiro
estou um pouco confuso
para onde está a ir?
está a ir para um bar
quero encontrar o teatro
dinheiro
uma espécie
dinheiro em espécie
um cartão
um cartão de crédito
gorjetas
vinho tinto
vinho branco
um almoço
almoçar
um jantar
jantar
uma manhã
pequeno-almoço
tomar o pequeno almoço
aceitar
mais
menos
gostaríamos de algo para comer por favor
gostaria de tomar o pequeno almoço por favor
desejam mais cerveja?
pode dar-me a conta por favor?
não tenho dinheiro em espécie
aceitam cartão?
um momento
olhar
experimentar
caro
barato
mais barato
maior
menor
realmente
este aqui
aquele ali
preciso de um chapéu novo
vê aquilo
é possível experimentar este?
é realmente caro
é mais barato
na verdade, aquele ali é maior
preciso de um momento para pensar
lo (o)
la (a)
los (las)
lhe
lhes
uma pergunta
uma rua
uma esquina
um prédio
uma morada
fazer uma pergunta
virar
seguir
parar
esquerda
direita
rápido
rapidamente
lento
lentamente
devagar
posso fazer-lhe uma pergunta?
vire à esquerda
fala muito rápido
pode falar mais devagar por favor?
é nesta rua
um país
uma capital
uma bandeira
o Reino Unido
Escócia
Irlanda
Alemanha
Itália
França
Japão
China
Índia
Egito
Canadá
Noruega
Suécia
Coreia
um empregado; uma empregada
um jornalista; uma jornalista
um médico; uma médica
um psicólogo; uma psicóloga
um dentista; uma dentista
um professor; uma professora
um escritor; uma escritora
um advogado; uma advogada
um agente da polícia
um artista; uma artista
um estudante; uma estudante
Sr.
Sra.
Menina
querido; querida
corpo
uma cabeça
um braço
uma perna
uma mão
um pé
um dedo
um pescoço
uma cara
um olho
um nariz
uma boca
uma orelha
um dente
um joelho
um tornozelo
um cotovelo
um ombro
um estômago
um peito
uma costela
um coração
uma gravata
óculos
cabelo
uma história
vestir
escrever
loiro
ruivo
às vezes
às vezes veste um vestido vermelho
é loira
tem olhos castanhos e cabelo cinzento
sou jornalista
escrevo histórias todos os dias
uma emergência
um acidente
dor
uma dor de estômago
uma dor de cabeça
uma infecção
uma constipação
uma gripe
uma febre
um remédio
uma dose
papel
higiénico
papel higiénico
devia
devias
sentir-se
doer
vomitar
sangrar
consultar
é uma emergência
o que há de errado?
não me sinto bem
isso dói
tenho uma dor de estômago
devias consultar um médico
o médico acha que ele precisa de um remédio
as melhoras!
uma senhora
um senhor
senhoras e senhores ...
uma vez
era uma vez ...
para sempre
... e viveram felizes para sempre
um deus
oh meu deus!
um milhão
nem num milhão de anos!
a propósito ...
forma
certo
de certa forma ...
vá lá!
raios!
presta atenção!
uma sala
uma cozinha
um quarto
uma sala de estar
uma casa de banho
um convidado
um quarto de hóspedes
acima
abaixo
uma escada
escada acima
escada abaixo
ao lado de
entre
é entre a cozinha e a sala de estar
um presente
um anel
um colar
uma bracelete
brincos
um brinquedo
uma bola
uma flor
um jogo de vídeo
um relógio
um telemóvel
uma máquina fotográfica
uma câmara de vídeo
um portátil
um beijo
um abraço
um novo
outro
mas
a ... dele
a ... dela
a ... deles (a ... delas)
nosso (nossa; nossos; nossas)
tenho de comprar um presente para a minha mãe
dá-me um abraço
a minha mãe também quer um relógio
já tenho um telefone
já tem um telefone, mas quer um novo
os meus filhos não precisam de outro jogo de vídeo
um metro
um milímetro
um centímetro
um quilómetro
um grama
um quilo
uma tonelada
vírgula
peso
pesar
perder peso
ganhar peso
um metro tem cem centímetros
um quilo tem mil gramas
pesa sessenta quilos
estou com três quilos a mais
tem um metro e setenta e cinco centímetros de altura
pesa uma tonelada!
um museu
uma igreja
um hotel
um ginásio
uma ponte
um cinema
repetir
levar
perto de ...
perto
ausente
longe
aqui mesmo
há um museu aqui perto?
o ginásio é aqui mesmo
o hotel é por ali
a ponte está muito perto
o cinema é longe
a biblioteca é perto do bar
pode repetir isso por favor?
pode levar-me até este hotel por favor?
jardim de infância
escola secundária
uma universidade
uma formação
um exame
aprovado
reprovar
estudar
frequentar
quem é este menino?
o meu irmão estuda na universidade
a minha filha frequenta o jardim de infância
não quero reprovar no meu exame
uma disciplina
artes
música
geografia
matemática
física
química
literatura
uma língua
um desporto
notícias
um jornal
uma revista
um filme
uma TV
um programa
um programa de TV
a moda
interessado
adorar
o que é que ele adora fazer?
em que é que te interessas?
odeia ler o jornal
és interessado em artes?
é interessado em línguas
a minha namorada odeia artes e música
a nossa mãe vê sempre as notícias
uma ambulância
polícia
partido
chama uma ambulância!
onde dói?
o meu braço dói
o médico acha que a tua perna está partida
sê cuidadoso
uma porcaria
é uma porcaria!
presumir
assim
assim presumo
esperar
espera um minuto
coisas
coisas assim
tanto faz
aquecer
não te preocupes com isso
graças a Deus!
um feriado
boas festas!
Natal
feliz Natal!
Ano Novo
feliz Ano Novo!
um visto
um cartão de embarque
um passaporte
um bilhete
um aeroporto
um terminal
bagagem
visitar
mostrar
leve
pesado
que cidade devíamos visitar?
tens de ter um bilhete e um visto
tens de mostrar o teu passaporte no aeroporto
temos de apanhar um táxi
a minha bagagem está muito pesada
tarde
cedo
uma tarde
uma noite
ontem
esta tarde
esta noite
amanhã de manhã
correr
ir correr
nadar
ir nadar
andar
dar uma volta
sair
sair para almoçar
sair para jantar
adormecido
dormir
acordado
ficar acordado
ir para casa
o que queres fazer hoje?
quero ir nadar esta tarde
queres ir dar uma volta?
vamos correr amanhã à noite
primeiro
segundo
terceiro
quarto
quinto
sexto
sétimo
oitavo
nono
décimo
janeiro
fevereiro
março
abril
maio
junho
julho
agosto
setembro
outubro
novembro
dezembro
uma data
estamos em julho
qual é a data de hoje?
hoje é dois de janeiro
uma libra
um dólar
custar
grátis
em promoção
um acordo
uma oferta
fazer um acordo
fazer uma oferta
gastar
pedir emprestado
emprestar
dever
deixa-me ...
suficiente
puxe
empurre
a livraria tem uma promoção
não podemos gastar todo o nosso dinheiro
quanto custa?
são quatro euros
é muito barato porque está em promoção
não tenho dinheiro suficiente
deixe-me fazer-lhe uma oferta
é uma oferta muito boa
vamos fazer um acordo
é grátis!
mobiliário
uma cadeira
um sofá
um armário
uma estante de livros
uma cómoda
um guarda-fato
uma cama
um frigorífico
um congelador
um fogão
um forno
uma porta
uma janela
um andar
chão
um teto
uma parede
um telhado
um espelho
um candeeiro
uma caneta
um lápis
um cadeado
uma chave
uma almofada
um edredom
um cobertor
debaixo de ...
atrás de ...
à frente de ...
sabes onde estão as minhas chaves?
as tuas chaves estão debaixo do sofá
quantas cadeiras há na sala de estar?
quanto leite há no frigorífico?
um barco
um voo
um avião
um helicóptero
uma montanha
um mar
uma praia
um lago
voar
conduzir
navegar
pontual
temos de voar para o Japão esta noite
o voo está atrasado
estamos a ir para a montanha
um plano
vir (com)
... ou o quê?
têm algum plano para mais logo?
a minha mãe e eu vamos ver o meu programa favorito de TV
queres vir?
queres vir ou o quê?
jogarei
jogarás
jogará
jogaremos
jogarão
entusiasmado
estava entusiasmado
uma nuvem
estava nas nuvens
diferente
mesmo
é mesmo?
meu Deus
inacreditável!
estarei
estarás
estará
estaremos
estarão
serei
serás
será
seremos
serão
haverá
brincar
jogar
um jogo
um jogo de tabuleiro
uma partida
talvez
em vez de ...
os outros
ambos (ambas)
nós dois (nós duas)
todos nós
o que é que os outros farão esta tarde?
talvez vão jogar um jogo de tabuleiro
iremos ao mercado e ao bar
os outros querem vir à praia esta tarde?
vão às compras em vez de ir ao museu
mil
dois mil
dois mil e um
dois mil e dezassete
mil novecentos e quarenta e cinco
durar
quanto tempo dura?
são quinze para a uma
quanto tempo dura o filme?
duas horas, vinte minutos e cinco segundos
o mundo
uma peça
um jardim
um clube noturno
levantar-se
adorava
alguém
qualquer um
todos
ninguém
comigo
contigo
connosco
quer ver o mundo
queres vir à festa comigo?
adorava, mas tenho de me levantar cedo amanhã
não quero fazer nada
ninguém quer sair comigo
porque não?
primavera
verão
outono
inverno
trabalho
no trabalho
na escola
em casa
estar de volta
próximo
em breve
antes
depois
estarás de volta antes ou depois do jantar?
estarei em casa às quatro em ponto
não estarei na escola amanhã
iremos para França no verão
irás com quem?
irá para o Brasil no próximo inverno
uma dissertação
uma carta
uma encomenda
enviar
receber
louça
lavar
lavar a louça
lavar a roupa
uma nódoa
sujo
limpo
limpar
limpar a casa
sozinho
ficar sozinho
por isso
quer ficar sozinho
está cansado, por isso quer ficar em casa
queres ajudar-me?
tenho de escrever uma dissertação
odeio lavar roupa
uma jornada
uma viagem
uma fenda
deixar
desacompanhado
é uma longa jornada
tem um bom voo
cuidado com a fenda
não deixes a tua bagagem desacompanhada
um aniversário
que dia da semana é hoje?
hoje é segunda-feira, por isso amanhã é terça-feira
quando é o aniversário dela?
o aniversário dela é dia três de fevereiro
chato
emocionante
sério
podia
descansar
relaxar
ficar bêbedo
vai ser ótimo
vais ver um filme hoje à noite?
podiamos ir ao cinema
vai a um museu esta tarde
quando vais sair?
falamos mais tarde
estava
estavas
estávamos
estavam
era
eras
éramos
eram
vida
morte
tomar banho
dormir até tarde
pelo (pela)
pela manhã
o que gostas de fazer pela manhã?
gosto de ir correr e depois tomar um banho
o que queres fazer na vida?
a sua filha quer ir para a universidade?
assim espero
ajudei
ajudaste
ajudou
ajudámos
ajudaram
pude
pudeste
havia
passado
noite passada
durante dois meses
atrás
há três semanas
ajudei o meu pai na cozinha ontem
esperámos durante duas semanas
já lhe fizemos aquela pergunta
estudei no Japão durante dois meses
pedimos quatro entradas
amei-o
quem comeu o meu bolo?
falava português muito bem
comprou aquele carro há vinte anos
apanhámos um taxi
escrevi um livro há dois anos
na noite passada jantaram no restaurante ...
não jantaram connosco
fizeram um grande bolo para ti no ano passado
vi-a na biblioteca ontem
não havia bons filmes para ver
uma conversa
um tópico
um relacionamento
clima
política
tecnologia
saúde
amor
uma vida amorosa
ciência
sobre
falar sobre
contar
conta-me ...
francês
indiano
japonês
chinês
asiático
europeu
podemos sempre falar sobre o clima
os franceses adoram falar de comida
queres falar sobre a tua saúde?
não quero falar sobre a minha vida amorosa
fala-me sobre o teu relacionamento
castigo
crime
cultura
uma discussão
discutir
deixar ... irritado
interessante
importante
constrangedor
constrangido
curioso
crimes e castigos são sempre tópicos interessantes
falar sobre os seus relacionamentos deixa-o constrangido
o meu pai não sabe nada sobre tecnologia
devíamos contar-lhe sobre a discussão?
um ponto
qual é o ponto?
qual é o plano?
sentido
fazer sentido
aquilo faz sentido?
aquilo não fazia sentido
em que estás a pensar?
ganhar
perdeste a cabeça?
estás certo disto?
ansioso
estar ansioso por ...
estamos ansiosos por conhecê-lo
estamos ansiosos por conhecê-la
tal como
pateta
um idiota; uma idiota
não sejas pateta!
calmo
acalma-te
fica quieto
futebol
futebol americano
badminton
basquetebol
hóquei no gelo
golfe
ginástica
boxe
voleibol
velejar
pesca
um computador
um policial
um thriller
um documentário
uma comédia
ficção
drama
jardinagem
cantar
canto
um tipo de ...
a sua amiga gosta de comédias?
ela prefere thrillers
gosto de jogar basquetebol
gosta de jogar badminton, mas gosta mais de velejar
que tipo de filmes prefere o teu amigo?
gosto de drama, mas prefiro as comédias
uma carreira
mudar-se
reformar-se
demitir-se
esquiar
estrangeiro
ir para o estrangeiro
bastante
ainda
junto
normalmente
às segundas-feiras
no inverno
em duas horas
cerca de ...
fala-me sobre a tua família
normalmente vamos para o estrangeiro no inverno
tinha uma carreira bastante boa há cinco anos
os meus pais vão reformar-se daqui a cerca de três anos
os meus avós ainda esquiam
ainda jogamos badminton juntos às quartas-feiras
norte
sul
este
oeste
América
América do Norte
América do Sul
Europa
África
Ásia
Austrália
Antártica
fui
foste
foi
fomos
foram
(umas) férias
um lugar
uma experiência
um festival
uma viagem de autocarro
um hostel
um guia turístico; uma guia turística
paraquedismo
rafting em rio
diversificado
notável
famoso
assustador
estranho
o mais estranho
o mais engraçado
pior
o pior
melhor
o melhor
definitivamente
como foram as suas férias?
porque foste para a Europa?
... porque é um lugar diversificado
qual foi a tua melhor experiência?
gostámos realmente de paraquedismo
o restaurante indiano era definitivamente o melhor
um presidente; uma presidenta
um ministro; uma ministra
um primeiro-ministro; uma primeira-ministra
um rei
uma rainha
um político; uma política
um governo
um senado
um congresso
um líder; uma líder
poder
um partido
conservador
um republicano; uma republicana
democrático
um democrata; uma democrata
um comunista; uma comunista
quem foi o primeiro presidente do Brasil?
o primeiro presidente do Brasil foi ...
há um rei nos Estados Unidos?
não há um rei ou rainha nos Estados Unidos
o governo não tem muito poder
o Partido Conservador é bastante grande
uma oportunidade
vamos dar uma oportunidade
certeza
tens a certeza?
final
é a minha oferta final
negócio fechado!
um passo
qual é o próximo passo?
uma maneira
de que maneira?
simples
não é assim tão simples
fácil
difícil
quão difícil pode ser?
uma opinião
qual é a tua opinião?
uma preocupação
conta
não é da tua conta
ser bom em ...
ser mau em ...
uma bicicleta
andar de bicicleta
um instrumento
uma guitarra
um piano
tocar guitarra
uma piada
uma imagem
um desenho
fazer um desenho
pintar
cozinhar
cozer
escutar
cheirar
ter gosto a ...
perigoso
especialmente
um exemplo
por exemplo
é bom a tocar piano
sou mau a contar piadas
é especialmente boa a tocar guitarra
são bons em muitas coisas
são, por exemplo, bastante bons a matemática
acho que matemática é difícil
uma foto
um vídeo
uma lembrança
uma vila
uma ilha
uma vista
equipa
um buffet
uma surpresa
remoto
fantástico
novamente
estes (estas)
esses (essas)
aqueles (aquelas)
de mim mesmo (de mim mesma)
de ti mesmo (de ti mesma)
queres ver as nossas fotos?
é uma foto de mim mesmo
fomos a uma vila remota
quero ouvir aquela história novamente
mostre-nos aquele vídeo novamente
por favor, não nos mostre aquelas fotos novamente
um exército
um soldado; uma soldada
um general; uma general
um veterano; uma veterana
uma base
guerra
paz
uma lei
um estado
uma economia
impostos
prometer
uma promessa
manter
manter uma promessa
mudar
aumentar
baixar
controlar
necessário
a guerra nunca é necessária
as pessoas querem paz
os políticos prometem sempre mudar a lei
os políticos prometem sempre baixar impostos
os políticos na verdade não controlam nada
um céu
uma lua
um sol
brilhar
um impermeável
neve
nevar
um boneco de neve
um fato de banho
colocar ...
tirar ...
calor
seco
molhado
molhar-se
dentro
fora
vais molhar-te
se chover, vais molhar-te
estou com muito calor
então tira o teu casaco
se nevar podemos fazer um boneco de neve
a chuva parou, por isso fomos lá fora
uma equipa
um jogador; uma jogadora
um treinador; uma treinadora
um segurança
um estádio
uma falta
um século
um campeonato do mundo
um golo
o homem do jogo
expulsar
talentoso
popular
o mais
o menos
contra
é o jogo do século!
é um jogador muito talentoso
foi o homem do jogo
foi o jogador do ano
é o maior estádio da Europa
o futebol é o desporto mais popular
foi falta!
expulse-o!
agora
neste exacto segundo
no momento
estão a falar português agora
estamos a jantar no jardim neste momento
estava a chover quando parámos
estava a comprar o presente dele quando ele entrou na loja
o meu pai estava a falar com a minha mãe quando eu cheguei em casa
o sol brilhava onde eles estavam
estão a chegar a Madrid neste exacto segundo
o dentista está a olhar para o dente dela neste momento
estava a chover onde nós vivemos
iniciar
um principiante; uma principiante
sorte de principiante
perfeito
imagem perfeita
piscar
num piscar de olhos
merda!
um limite
uma extremidade
viver no limite
uma doença
um corte
um ataque
um ataque de coração
deitar-se
sentar-se
examinar
morrer
recuperar
comum
raro
grávida
uma lesão
ferido
morto
sente-se, por favor
tenho de examinar o seu peito
você tem uma doença rara
a sua esposa está grávida
você não vai morrer
um negócio
ensinar
aprender
uma aula
bem-sucedido
costumava ...
costumávamos ...
já não
costumávamos viver no estrangeiro
costumávamos ter um negócio, mas já não temos
os meus avós foram para África quando eram jovens
costumávamos viver na América, mas mudámo-nos
natureza
uma floresta
uma floresta tropical
uma selva
uma pausa
uma pausa para usar a casa de banho
um gelado
uma escova de dentes
um saco cama
uma mochila
uma fronteira
cair
deixar cair
carregar
escolher
escalar
rir
chorar
trazer
reparar
ridículo
decepcionante
desapontado
surpreso
receoso
ter receio de que ...
preocupado
assustado
animado
nervoso
de repente
por
à volta
estava um pouco desapontado
de repente fiquei muito assustado
fiquei tão assustado que deixei cair o meu gelado
não trouxe a minha escova de dentes
fomos a um hotel agradável à beira-mar
uma eleição
